date,category,region,gmv,order_count,refund_rate,conversion_rate,uv,pv
2026-04-28,Clothing,Central,60798.23,514,0.043,0.3454,1488,8928
2026-04-28,Food,East,55784.42,353,0.0208,0.0827,4270,17080
2026-04-28,Food,North,49751.07,417,0.0274,0.1119,3728,26096
2026-04-28,Food,South,54698.09,288,0.0261,0.1382,2084,6252
2026-04-28,Food,West,40928.62,299,0.0225,0.1933,1547,4641
2026-04-28,Food,Central,47704.95,274,0.0417,0.1988,1378,4134
2026-04-28,Home,East,63228.68,451,0.0202,0.1723,2618,18326
2026-04-28,Home,North,58798.41,385,0.0357,0.1007,3825,15300
2026-04-28,Home,South,41627.72,340,0.0381,0.0867,3923,11769
2026-04-28,Home,West,39187.55,261,0.0367,0.0705,3702,22212
2026-04-28,Home,Central,36547.13,227,0.0487,0.0883,2570,12850
2026-04-28,Beauty,East,48814.02,271,0.0358,0.1314,2062,14434
2026-04-28,Beauty,North,46079.93,550,0.0128,0.1122,4900,19600
2026-04-28,Beauty,South,58514.52,328,0.0267,0.0929,3531,24717
2026-04-28,Beauty,West,62686.93,439,0.0337,0.0965,4551,27306
2026-04-28,Beauty,Central,50771.93,370,0.025,0.1006,3679,22074
2026-04-29,Electronics,East,37849.28,246,0.0122,0.0986,2496,17472
2026-04-29,Electronics,North,48958.13,374,0.0274,0.0825,4533,27198
2026-04-29,Electronics,South,46379.45,294,0.0245,0.1136,2589,10356
2026-04-29,Electronics,West,58181.14,527,0.0357,0.3878,1359,4077
2026-04-29,Electronics,Central,45566.86,284,0.044,0.0605,4691,28146
2026-04-29,Clothing,East,45966.5,221,0.0373,0.0652,3389,20334
2026-04-29,Clothing,North,62790.1,320,0.0415,0.1867,1714,6856
2026-04-29,Clothing,South,53782.13,275,0.0265,0.1634,1683,10098
2026-04-29,Clothing,West,45238.08,407,0.0113,0.0864,4711,23555
2026-04-29,Clothing,Central,51893.71,366,0.0588,0.2314,1582,4746
2026-04-29,Food,East,57208.8,483,0.0308,0.1182,4086,28602
2026-04-29,Food,North,37515.57,236,0.0631,0.0686,3441,20646
2026-04-29,Food,South,48318.17,302,0.0343,0.0644,4691,32837
2026-04-29,Food,West,59519.45,412,0.0234,0.2295,1795,12565
2026-04-29,Food,Central,45033.81,235,0.0247,0.1608,1461,4383
2026-04-29,Home,East,62830.78,345,0.0209,0.1059,3259,19554
2026-04-29,Home,North,48559.55,238,0.0162,0.0772,3081,21567
2026-04-29,Home,South,61495.61,313,0.0275,0.0908,3449,24143
2026-04-29,Home,West,42198.18,330,0.03,0.0841,3925,23550
2026-04-29,Home,Central,45027.01,317,0.0387,0.0931,3405,13620
2026-04-29,Beauty,East,48667.23,488,0.0284,0.4,1220,4880
2026-04-29,Beauty,North,69547.66,536,0.0327,0.197,2721,16326
2026-04-29,Beauty,South,48274.64,401,0.0359,0.0896,4473,13419
2026-04-29,Beauty,West,58695.84,342,0.0232,0.0986,3470,17350
2026-04-29,Beauty,Central,53658.74,344,0.0144,0.2756,1248,6240
2026-04-30,Electronics,East,54466.23,408,0.047,0.2675,1525,4575
2026-04-30,Electronics,North,47021.12,447,0.0126,0.1827,2446,14676
2026-04-30,Electronics,South,37948.26,299,0.008,0.1153,2594,18158
2026-04-30,Electronics,West,66338.64,494,0.0267,0.1778,2778,16668
2026-04-30,Electronics,Central,32376.08,307,0.0259,0.1848,1661,4983
2026-04-30,Clothing,East,66744.42,639,0.0171,0.195,3277,19662
2026-04-30,Clothing,North,67961.36,407,0.0398,0.2061,1975,5925
2026-04-30,Clothing,South,43509.0,299,0.0171,0.2059,1452,5808
2026-04-30,Clothing,West,54499.28,323,0.0558,0.1608,2009,6027
2026-04-30,Clothing,Central,49470.04,275,0.0344,0.0601,4579,13737
2026-04-30,Food,East,44998.05,302,0.0339,0.0644,4687,14061
2026-04-30,Food,North,62331.06,476,0.0342,0.1431,3326,9978
2026-04-30,Food,South,57796.78,371,0.0359,0.1159,3202,12808
2026-04-30,Food,West,56893.88,338,0.0351,0.1156,2924,14620
2026-04-30,Food,Central,31326.53,219,0.0314,0.0459,4773,19092
2026-04-30,Home,East,46141.96,332,0.039,0.0715,4643,32501
2026-04-30,Home,North,67742.74,463,0.0347,0.1864,2484,17388
2026-04-30,Home,South,59000.02,396,0.0398,0.206,1922,9610
2026-04-30,Home,West,39576.99,208,0.0238,0.0473,4396,21980
2026-04-30,Home,Central,50043.27,345,0.0379,0.1389,2483,17381
2026-04-30,Beauty,East,42723.52,270,0.025,0.0812,3327,13308
2026-04-30,Beauty,North,54500.23,327,0.0352,0.1877,1742,8710
2026-04-30,Beauty,South,55877.98,305,0.0322,0.0844,3615,10845
2026-04-30,Beauty,West,60384.04,400,0.0291,0.1172,3413,10239
2026-04-30,Beauty,Central,56701.32,395,0.0383,0.1583,2496,9984
2026-05-01,Electronics,East,64393.05,360,0.0163,0.0751,4795,28770
2026-05-01,Electronics,North,58050.94,339,0.0206,0.2131,1591,6364
2026-05-01,Electronics,South,58578.22,394,0.0204,0.1748,2254,6762
2026-05-01,Electronics,West,69264.07,433,0.0361,0.3251,1332,6660
2026-05-01,Electronics,Central,28701.37,167,0.03,0.0378,4415,17660
2026-05-01,Clothing,East,35234.15,265,0.0201,0.0596,4443,13329
2026-05-01,Clothing,North,36546.79,292,0.0405,0.0781,3740,11220
2026-05-01,Clothing,South,40817.92,287,0.0184,0.1038,2765,11060
2026-05-01,Clothing,West,57042.36,409,0.0241,0.0988,4138,24828
2026-05-01,Clothing,Central,34857.04,240,0.0288,0.1694,1417,8502
2026-05-01,Food,East,32455.58,191,0.0368,0.0524,3643,18215
2026-05-01,Food,North,51706.47,303,0.0338,0.1078,2810,8430
2026-05-01,Food,South,47818.71,255,0.0369,0.0626,4073,12219
2026-05-01,Food,West,48824.6,386,0.0265,0.1185,3258,19548
2026-05-01,Food,Central,44655.41,260,0.0307,0.1781,1460,7300
2026-05-01,Home,East,43975.28,189,0.0545,0.0985,1919,11514
2026-05-01,Home,North,61046.41,510,0.0308,0.1223,4171,29197
2026-05-01,Home,South,39486.39,254,0.0329,0.161,1578,6312
2026-05-01,Home,West,56121.78,388,0.0327,0.0886,4377,13131
2026-05-01,Home,Central,60554.0,576,0.0405,0.28,2057,8228
2026-05-01,Beauty,East,47664.73,405,0.0273,0.142,2853,14265
2026-05-01,Beauty,North,49045.21,382,0.0211,0.2516,1518,7590
2026-05-01,Beauty,South,30702.38,149,0.0311,0.0703,2119,10595
2026-05-01,Beauty,West,56873.85,380,0.0313,0.0816,4658,13974
2026-05-01,Beauty,Central,63257.02,296,0.0363,0.1478,2003,10015
2026-05-02,Electronics,East,68988.19,411,0.0298,0.1497,2745,13725
2026-05-02,Electronics,North,53838.16,361,0.0317,0.1319,2736,8208
2026-05-02,Electronics,South,59972.83,313,0.0319,0.1078,2904,11616
2026-05-02,Electronics,West,73931.95,614,0.0253,0.1733,3544,21264
2026-05-02,Electronics,Central,69407.53,383,0.0407,0.2502,1531,9186
2026-05-02,Clothing,East,71326.61,384,0.0253,0.106,3624,14496
2026-05-02,Clothing,North,76264.1,519,0.0292,0.1917,2707,13535
2026-05-02,Clothing,South,73010.36,614,0.0153,0.5095,1205,6025
2026-05-02,Clothing,West,71151.27,443,0.0269,0.1259,3518,14072
2026-05-02,Clothing,Central,64874.85,389,0.0317,0.3712,1048,6288
2026-05-02,Food,East,72498.88,528,0.0375,0.4353,1213,8491
2026-05-02,Food,North,54944.4,388,0.0431,0.0819,4738,33166
2026-05-02,Food,South,84518.73,413,0.0382,0.3405,1213,8491
2026-05-02,Food,West,69519.22,403,0.0321,0.1594,2529,12645
2026-05-02,Food,Central,66719.81,314,0.0327,0.1074,2923,11692
2026-05-02,Home,East,56480.76,550,0.043,0.1154,4764,23820
2026-05-02,Home,North,70385.9,380,0.0287,0.1223,3106,15530
2026-05-02,Home,South,90592.16,671,0.0319,0.1417,4734,28404
2026-05-02,Home,West,75848.49,388,0.0342,0.1281,3029,15145
2026-05-02,Home,Central,45877.26,419,0.0213,0.0869,4823,28938
2026-05-02,Beauty,East,68199.89,810,0.0315,0.1658,4885,29310
2026-05-02,Beauty,North,61361.17,406,0.0241,0.0972,4178,12534
2026-05-02,Beauty,South,98548.74,566,0.0263,0.1878,3014,12056
2026-05-02,Beauty,West,68373.16,467,0.0255,0.2036,2294,9176
2026-05-02,Beauty,Central,64555.07,456,0.0123,0.1224,3726,22356
2026-05-03,Electronics,East,67580.3,432,0.031,0.1034,4178,16712
2026-05-03,Electronics,North,49386.64,314,0.0414,0.1702,1845,12915
2026-05-03,Electronics,South,51259.97,335,0.0429,0.1255,2669,18683
2026-05-03,Electronics,West,69610.76,412,0.0229,0.4,1030,6180
2026-05-03,Electronics,Central,88789.12,714,0.0225,0.4934,1447,8682
2026-05-03,Clothing,East,33466.94,244,0.0407,0.0959,2545,17815
2026-05-03,Clothing,North,63219.72,688,0.0257,0.5405,1273,8911
2026-05-03,Clothing,South,49342.18,250,0.0396,0.0504,4958,24790
2026-05-03,Clothing,West,73663.07,625,0.0328,0.232,2694,10776
2026-05-03,Clothing,Central,74874.09,501,0.0354,0.2641,1897,7588
2026-05-03,Food,East,62296.68,433,0.029,0.2797,1548,9288
2026-05-03,Food,North,62718.14,420,0.0211,0.1501,2798,19586
2026-05-03,Food,South,70325.14,516,0.013,0.1838,2808,14040
2026-05-03,Food,West,83442.25,435,0.0415,0.1018,4272,21360
2026-05-03,Food,Central,46561.57,290,0.0394,0.0749,3874,27118
2026-05-03,Home,East,62102.88,489,0.0405,0.1798,2720,13600
2026-05-03,Home,North,78966.44,408,0.0259,0.3029,1347,6735
2026-05-03,Home,South,66687.57,371,0.0218,0.1653,2245,8980
2026-05-03,Home,West,66906.9,387,0.0182,0.0816,4742,33194
2026-05-03,Home,Central,78616.11,465,0.0309,0.1687,2757,19299
2026-05-03,Beauty,East,71066.99,683,0.0143,0.2024,3374,16870
2026-05-03,Beauty,North,36788.63,254,0.0352,0.1247,2037,10185
2026-05-03,Beauty,South,62288.83,648,0.0472,0.1467,4416,17664
2026-05-03,Beauty,West,68885.95,412,0.0317,0.0959,4297,12891
2026-05-03,Beauty,Central,72238.2,415,0.0241,0.1352,3070,12280
2026-05-04,Electronics,East,54195.1,343,0.0276,0.0802,4279,17116
2026-05-04,Electronics,North,28038.6,179,0.0275,0.0642,2790,13950
2026-05-04,Electronics,South,55516.54,329,0.0372,0.2474,1330,3990
2026-05-04,Electronics,West,50222.67,224,0.0254,0.1211,1850,11100
2026-05-04,Electronics,Central,44608.1,322,0.0376,0.1254,2568,10272
2026-05-04,Clothing,East,60762.38,421,0.0352,0.1201,3506,21036
2026-05-04,Clothing,North,43492.51,266,0.035,0.0791,3362,10086
2026-05-04,Clothing,South,61535.92,355,0.0082,0.1108,3203,22421
2026-05-04,Clothing,West,54150.68,308,0.0233,0.0907,3396,20376
2026-05-04,Clothing,Central,27190.19,176,0.0299,0.0432,4076,12228
2026-05-04,Food,East,43353.87,310,0.0419,0.0749,4139,16556
2026-05-04,Food,North,49333.31,240,0.0333,0.0777,3087,15435
2026-05-04,Food,South,56599.46,369,0.0184,0.1961,1882,13174
2026-05-04,Food,West,51882.04,226,0.0207,0.0701,3222,22554
2026-05-04,Food,Central,38307.81,204,0.0303,0.0779,2618,18326
2026-05-04,Home,East,58299.92,345,0.0219,0.1062,3250,16250
2026-05-04,Home,North,34001.58,204,0.0334,0.0447,4566,31962
2026-05-04,Home,South,49599.23,281,0.0281,0.1317,2134,6402
2026-05-04,Home,West,45443.51,243,0.028,0.0948,2562,7686
2026-05-04,Home,Central,61393.81,322,0.0219,0.0702,4587,32109
2026-05-04,Beauty,East,65280.93,358,0.027,0.1097,3264,9792
2026-05-04,Beauty,North,39574.91,253,0.0638,0.0848,2983,14915
2026-05-04,Beauty,South,37387.51,199,0.038,0.1955,1018,5090
2026-05-04,Beauty,West,45352.72,407,0.0274,0.082,4966,19864
2026-05-04,Beauty,Central,41947.46,248,0.0247,0.0546,4544,22720
2026-05-05,Electronics,East,35449.28,185,0.0319,0.0431,4292,25752
2026-05-05,Electronics,North,46481.27,421,0.0299,0.0983,4284,25704
2026-05-05,Electronics,South,47505.02,297,0.0175,0.0632,4702,14106
2026-05-05,Electronics,West,48935.72,307,0.0343,0.1815,1691,10146
2026-05-05,Electronics,Central,48830.37,356,0.0397,0.1956,1820,7280
2026-05-05,Clothing,East,41987.55,415,0.032,0.1366,3038,9114
2026-05-05,Clothing,North,36434.31,323,0.0289,0.1342,2407,16849
2026-05-05,Clothing,South,57542.87,365,0.0385,0.1128,3236,9708
2026-05-05,Clothing,West,64482.55,561,0.0187,0.1248,4494,17976
2026-05-05,Clothing,Central,29058.69,182,0.0403,0.0845,2154,8616
2026-05-05,Food,East,47227.5,281,0.0369,0.1961,1433,8598
2026-05-05,Food,North,54275.42,457,0.0301,0.1165,3923,23538
2026-05-05,Food,South,44373.65,344,0.0367,0.0793,4340,21700
2026-05-05,Food,West,49261.56,399,0.0462,0.1124,3551,14204
2026-05-05,Food,Central,64426.62,345,0.0279,0.2438,1415,9905
2026-05-05,Home,East,44740.69,312,0.0102,0.1875,1664,8320
2026-05-05,Home,North,41355.47,205,0.0398,0.0501,4088,16352
2026-05-05,Home,South,46556.04,309,0.0157,0.0952,3246,12984
2026-05-05,Home,West,56636.71,353,0.0096,0.1621,2178,6534
2026-05-05,Home,Central,46321.51,299,0.0383,0.2197,1361,9527
2026-05-05,Beauty,East,42175.75,728,0.0445,0.5648,1289,5156
2026-05-05,Beauty,North,44784.3,252,0.0282,0.1176,2142,10710
2026-05-05,Beauty,South,46001.27,284,0.0267,0.1503,1889,7556
2026-05-05,Beauty,West,43680.73,393,0.0427,0.1176,3341,13364
2026-05-05,Beauty,Central,60305.75,417,0.0171,0.1475,2827,19789
2026-05-06,Electronics,East,43955.47,784,0.0277,0.209,3751,22506
2026-05-06,Electronics,North,45265.76,341,0.0274,0.1521,2242,15694
2026-05-06,Electronics,South,40782.92,222,0.0203,0.1924,1154,4616
2026-05-06,Electronics,West,53882.94,358,0.0286,0.1126,3178,19068
2026-05-06,Electronics,Central,71735.19,416,0.0342,0.1171,3553,21318
2026-05-06,Clothing,East,61617.27,422,0.0192,0.1283,3290,23030
2026-05-06,Clothing,North,43977.21,347,0.0187,0.074,4692,32844
2026-05-06,Clothing,South,51088.21,321,0.0356,0.1793,1790,12530
2026-05-06,Clothing,West,39502.92,407,0.0231,0.2069,1967,9835
2026-05-06,Clothing,Central,34947.36,301,0.0264,0.0785,3836,11508
2026-05-06,Food,East,43472.57,207,0.0223,0.0443,4669,28014
2026-05-06,Food,North,45814.0,277,0.0353,0.1249,2217,11085
2026-05-06,Food,South,70053.34,568,0.0266,0.2219,2560,15360
2026-05-06,Food,West,46713.94,321,0.0348,0.1121,2863,17178
2026-05-06,Food,Central,56567.15,334,0.0315,0.1614,2069,8276
2026-05-06,Home,East,59892.93,342,0.0261,0.2575,1328,9296
2026-05-06,Home,North,46654.45,310,0.0494,0.1567,1978,9890
2026-05-06,Home,South,58602.19,415,0.015,0.0946,4386,21930
2026-05-06,Home,West,47915.51,402,0.0278,0.1103,3645,25515
2026-05-06,Home,Central,51543.29,351,0.0276,0.0848,4141,24846
2026-05-06,Beauty,East,38604.83,289,0.0336,0.0852,3394,13576
2026-05-06,Beauty,North,41200.11,413,0.0199,0.1356,3045,18270
2026-05-06,Beauty,South,60127.12,470,0.0247,0.1113,4223,21115
2026-05-06,Beauty,West,48661.82,256,0.0228,0.1105,2317,6951
2026-05-06,Beauty,Central,64070.49,563,0.0484,0.1996,2820,16920
2026-05-07,Electronics,East,64254.7,362,0.0408,0.2141,1691,10146
2026-05-07,Electronics,North,39687.46,266,0.0345,0.0891,2987,20909
2026-05-07,Electronics,South,48062.8,239,0.0319,0.0491,4870,14610
2026-05-07,Electronics,West,37434.75,260,0.0111,0.1026,2534,7602
2026-05-07,Electronics,Central,55259.57,574,0.0251,0.3297,1741,8705
2026-05-07,Clothing,East,46884.46,219,0.0376,0.2156,1016,4064
2026-05-07,Clothing,North,56851.88,357,0.0377,0.1173,3044,12176
2026-05-07,Clothing,South,38332.85,253,0.0276,0.2292,1104,6624
2026-05-07,Clothing,West,53727.1,268,0.0411,0.0932,2876,17256
2026-05-07,Clothing,Central,51951.19,413,0.0371,0.0827,4992,24960
2026-05-07,Food,East,56768.18,363,0.0268,0.0865,4197,16788
2026-05-07,Food,North,18086.32,159,0.0405,0.0401,3961,11883
2026-05-07,Food,South,51201.58,431,0.0271,0.1612,2674,16044
2026-05-07,Food,West,63781.59,350,0.0276,0.1571,2228,15596
2026-05-07,Food,Central,42879.29,299,0.0236,0.0839,3562,14248
2026-05-07,Home,East,52795.16,349,0.0224,0.1664,2097,10485
2026-05-07,Home,North,54181.07,412,0.0455,0.1225,3362,10086
2026-05-07,Home,South,49578.09,343,0.0246,0.0804,4265,12795
2026-05-07,Home,West,49056.26,294,0.0419,0.2134,1378,6890
2026-05-07,Home,Central,42646.82,210,0.0205,0.0699,3005,12020
2026-05-07,Beauty,East,55932.14,333,0.0295,0.0829,4019,16076
2026-05-07,Beauty,North,58885.35,451,0.0321,0.3628,1243,6215
2026-05-07,Beauty,South,39189.72,217,0.0355,0.0449,4831,14493
2026-05-07,Beauty,West,54295.11,437,0.044,0.2706,1615,4845
2026-05-07,Beauty,Central,52400.98,308,0.0239,0.135,2281,13686
2026-05-08,Electronics,East,29620.26,218,0.0485,0.0683,3192,19152
2026-05-08,Electronics,North,45735.01,288,0.0144,0.1185,2431,12155
2026-05-08,Electronics,South,50669.52,236,0.0405,0.068,3472,20832
2026-05-08,Electronics,West,38546.33,288,0.0388,0.0855,3367,13468
2026-05-08,Electronics,Central,32977.52,201,0.0104,0.0496,4055,12165
2026-05-08,Clothing,East,54380.99,333,0.0513,0.0955,3487,24409
2026-05-08,Clothing,North,57513.26,386,0.0321,0.1594,2422,14532
2026-05-08,Clothing,South,56381.66,340,0.0034,0.1449,2346,14076
2026-05-08,Clothing,West,54145.33,434,0.0251,0.3472,1250,6250
2026-05-08,Clothing,Central,44926.14,276,0.0219,0.0743,3713,18565
2026-05-08,Food,East,45404.23,329,0.019,0.1157,2844,8532
2026-05-08,Food,North,41570.6,306,0.0225,0.081,3776,15104
2026-05-08,Food,South,40152.9,226,0.0234,0.0649,3483,13932
2026-05-08,Food,West,57081.37,365,0.0215,0.0945,3863,23178
2026-05-08,Food,Central,64657.88,380,0.0285,0.0774,4907,19628
2026-05-08,Home,East,42924.04,291,0.024,0.0732,3977,23862
2026-05-08,Home,North,54702.86,318,0.0203,0.0915,3474,13896
2026-05-08,Home,South,54331.44,343,0.0207,0.0827,4148,24888
2026-05-08,Home,West,42950.17,314,0.0223,0.0789,3980,11940
2026-05-08,Home,Central,47793.02,435,0.0319,0.1073,4055,12165
2026-05-08,Beauty,East,44753.17,296,0.0365,0.0692,4278,29946
2026-05-08,Beauty,North,42541.22,332,0.0223,0.1621,2048,10240
2026-05-08,Beauty,South,43848.74,284,0.0252,0.0941,3018,12072
2026-05-08,Beauty,West,34165.95,248,0.0328,0.0513,4832,24160
2026-05-08,Beauty,Central,65818.77,396,0.0165,0.0917,4319,17276
2026-05-09,Electronics,East,52892.52,389,0.0399,0.1576,2468,9872
2026-05-09,Electronics,North,48788.23,371,0.0331,0.1574,2357,7071
2026-05-09,Electronics,South,99107.92,610,0.0361,0.4485,1360,8160
2026-05-09,Electronics,West,69401.38,422,0.0296,0.4073,1036,3108
2026-05-09,Electronics,Central,73959.9,619,0.0312,0.1318,4696,23480
2026-05-09,Clothing,East,72141.81,546,0.0105,0.1855,2943,8829
2026-05-09,Clothing,North,60380.46,288,0.0318,0.072,4001,16004
2026-05-09,Clothing,South,55548.39,493,0.0279,0.2661,1853,11118
2026-05-09,Clothing,West,64025.28,382,0.0322,0.1069,3575,21450
2026-05-09,Clothing,Central,75202.66,458,0.0137,0.1218,3759,11277
2026-05-09,Food,East,64128.94,483,0.0345,0.0995,4853,19412
2026-05-09,Food,North,60514.28,495,0.0313,0.1524,3248,19488
2026-05-09,Food,South,91571.89,650,0.0138,0.1936,3357,10071
2026-05-09,Food,West,60476.29,380,0.0158,0.0823,4616,13848
2026-05-09,Food,Central,78874.26,581,0.0306,0.1459,3981,23886
2026-05-09,Home,East,32728.27,282,0.0157,0.072,3917,19585
2026-05-09,Home,North,42039.12,440,0.024,0.3548,1240,3720
2026-05-09,Home,South,90367.72,566,0.0193,0.299,1893,9465
2026-05-09,Home,West,70551.13,411,0.0287,0.1867,2201,13206
2026-05-09,Home,Central,91553.01,472,0.0369,0.1198,3939,11817
2026-05-09,Beauty,East,71516.8,383,0.0293,0.0782,4898,14694
2026-05-09,Beauty,North,63164.72,361,0.0464,0.0732,4932,24660
2026-05-09,Beauty,South,72729.69,497,0.0167,0.3178,1564,4692
2026-05-09,Beauty,West,44494.09,230,0.0362,0.0536,4291,17164
2026-05-09,Beauty,Central,34700.25,227,0.0425,0.0465,4882,29292
2026-05-10,Electronics,East,40004.19,220,0.0318,0.0484,4544,31808
2026-05-10,Electronics,North,67876.47,668,0.04,0.1374,4862,19448
2026-05-10,Electronics,South,70617.51,527,0.0485,0.3535,1491,4473
2026-05-10,Electronics,West,50218.57,366,0.0424,0.0811,4515,27090
2026-05-10,Electronics,Central,63924.27,550,0.0287,0.3059,1798,10788
2026-05-10,Clothing,East,51556.11,374,0.0312,0.085,4400,26400
2026-05-10,Clothing,North,72173.34,639,0.0381,0.2475,2582,18074
2026-05-10,Clothing,South,90016.58,521,0.0243,0.2087,2497,9988
2026-05-10,Clothing,West,71945.89,358,0.0195,0.09,3977,27839
2026-05-10,Clothing,Central,53950.2,298,0.0233,0.116,2569,12845
2026-05-10,Food,East,75055.33,573,0.0268,0.2572,2228,13368
2026-05-10,Food,North,64228.89,439,0.0297,0.144,3049,9147
2026-05-10,Food,South,47359.82,362,0.0399,0.0987,3666,10998
2026-05-10,Food,West,59519.28,538,0.0433,0.1109,4851,19404
2026-05-10,Food,Central,56016.1,366,0.0408,0.0807,4535,27210
2026-05-10,Home,East,62844.68,254,0.0307,0.1329,1911,13377
2026-05-10,Home,North,56495.25,330,0.0462,0.0711,4642,13926
2026-05-10,Home,South,56655.75,349,0.0218,0.0719,4853,29118
2026-05-10,Home,West,79358.87,569,0.0311,0.1747,3257,16285
2026-05-10,Home,Central,66862.36,469,0.0153,0.1275,3679,25753
2026-05-10,Beauty,East,84612.09,540,0.0335,0.1515,3564,17820
2026-05-10,Beauty,North,72806.04,406,0.0234,0.1517,2677,16062
2026-05-10,Beauty,South,44665.68,262,0.022,0.1289,2032,6096
2026-05-10,Beauty,West,42089.8,261,0.0453,0.0734,3557,14228
2026-05-10,Beauty,Central,81628.94,492,0.0213,0.2836,1735,6940
2026-05-11,Electronics,East,35231.81,213,0.0383,0.1284,1659,8295
2026-05-11,Electronics,North,58032.1,317,0.0337,0.1139,2782,16692
2026-05-11,Electronics,South,62471.87,412,0.0352,0.1683,2448,17136
2026-05-11,Electronics,West,37710.28,280,0.0298,0.0789,3547,10641
2026-05-11,Electronics,Central,42641.72,225,0.0266,0.223,1009,4036
2026-05-11,Clothing,East,48432.54,308,0.0458,0.0718,4289,25734
2026-05-11,Clothing,North,51477.44,282,0.0151,0.1126,2505,12525
2026-05-11,Clothing,South,44943.25,296,0.014,0.068,4355,21775
2026-05-11,Clothing,West,37631.24,215,0.0217,0.085,2528,15168
2026-05-11,Clothing,Central,58643.0,359,0.0348,0.3516,1021,3063
2026-05-11,Food,East,36854.32,270,0.0134,0.0708,3813,19065
2026-05-11,Food,North,44847.37,239,0.0359,0.0523,4571,18284
2026-05-11,Food,South,34782.9,184,0.0326,0.1204,1528,9168
2026-05-11,Food,West,48565.11,335,0.0438,0.2661,1259,8813
2026-05-11,Food,Central,48272.89,254,0.0421,0.0656,3871,27097
2026-05-11,Home,East,62036.08,389,0.0252,0.1209,3217,12868
2026-05-11,Home,North,41023.88,238,0.0201,0.0824,2887,17322
2026-05-11,Home,South,57941.9,412,0.0221,0.0941,4377,30639
2026-05-11,Home,West,28878.89,192,0.0365,0.1073,1789,7156
2026-05-11,Home,Central,48798.1,347,0.0317,0.128,2710,16260
2026-05-11,Beauty,East,50122.51,290,0.0316,0.0873,3323,16615
2026-05-11,Beauty,North,63306.49,413,0.0357,0.1069,3862,19310
2026-05-11,Beauty,South,47547.16,296,0.0434,0.1566,1890,13230
2026-05-11,Beauty,West,41205.37,294,0.0427,0.1231,2388,14328
2026-05-11,Beauty,Central,40158.77,267,0.0273,0.0555,4815,19260
2026-05-12,Electronics,East,34308.43,179,0.0196,0.05,3582,10746
2026-05-12,Electronics,North,52213.09,388,0.0293,0.1571,2470,7410
2026-05-12,Electronics,South,59192.92,356,0.0313,0.1379,2581,15486
2026-05-12,Electronics,West,53695.28,627,0.0407,0.1374,4562,18248
2026-05-12,Electronics,Central,57443.35,456,0.0226,0.1406,3243,9729
2026-05-12,Clothing,East,28161.92,204,0.0136,0.0598,3412,13648
2026-05-12,Clothing,North,39072.37,203,0.0537,0.041,4950,34650
2026-05-12,Clothing,South,48288.59,305,0.0172,0.0827,3688,14752
2026-05-12,Clothing,West,41844.13,205,0.0282,0.081,2530,7590
2026-05-12,Clothing,Central,51940.94,306,0.0258,0.1452,2107,12642
2026-05-12,Food,East,45928.85,283,0.0339,0.0593,4773,23865
2026-05-12,Food,North,64027.19,402,0.0456,0.118,3408,20448
2026-05-12,Food,South,55097.2,490,0.0276,0.1098,4462,13386
2026-05-12,Food,West,51206.21,380,0.0241,0.2503,1518,10626
2026-05-12,Food,Central,49350.07,379,0.0416,0.1179,3214,9642
2026-05-12,Home,East,28664.8,191,0.0565,0.0724,2638,7914
2026-05-12,Home,North,40755.65,273,0.0372,0.0619,4409,17636
2026-05-12,Home,South,53619.67,502,0.0295,0.1334,3762,15048
2026-05-12,Home,West,42737.95,346,0.0263,0.0765,4523,13569
2026-05-12,Home,Central,43923.9,306,0.0199,0.2609,1173,4692
2026-05-12,Beauty,East,43167.41,358,0.0165,0.0961,3724,18620
2026-05-12,Beauty,North,53399.3,455,0.0478,0.1302,3494,10482
2026-05-12,Beauty,South,47900.63,432,0.0495,0.235,1838,11028
2026-05-12,Beauty,West,48057.92,365,0.0346,0.0855,4267,12801
2026-05-12,Beauty,Central,47143.98,342,0.03,0.2246,1523,4569
